Station Name,Station Code,Lat,Long
katakhal junction,KTX,24.835563,92.626544
kudachi,KUD,16.625932,74.858218
khachrod,KUH,23.442754,75.286020
kumarbagh,KUMB,26.874689,84.512365
kundara,KUV,8.960325,76.677958
kaparpura,KVC,26.179935,85.309131
kavathemahankl,KVK,16.993407,74.936668
kapadvanj,KVNJ,23.019353,73.078945
kusumbhi,KVX,26.639499,80.654000
kawargaon,KWGN,18.896096,81.534280
kampur,KWM,26.160600,92.657872
khariakhangarh,KXG,26.612702,73.689587
kudikadu,KXO,10.776187,79.242343
kareli,KY,22.932073,79.065832
kayankulam,KYJ,9.182600,76.512344
kusumkasa,KYS,20.644351,81.091071
kurumbur,KZB,8.585795,78.039404
kulitthurai,KZT,8.302037,77.217958
kilaraipur,QRP,30.758764,75.826813
kakinada port,COA,16.955650,82.240535
kalyan,KYN,19.235430,73.129889
kankanadi,KNKD,12.866055,74.880149
kanpur anwarganj,CPA,26.455866,80.328096
karur,KRR,10.965974,78.085252
kathgodam,KGM,29.266915,79.546835
katwa,KWF,23.640190,88.123471
khammam,KMT,17.249610,80.138845
khurda road,KUR,20.199437,85.760835
kochuveli,KCVL,8.509811,76.897132
korba,KRBA,22.337632,82.712883
kottayam,KTYM,9.594569,76.532540
kumbakonam,KMU,10.953311,79.389068
kurukshetra,KKDE,29.969549,76.852229
kollam,QLN,8.886020,76.595124
kakinada town,CCT,16.967482,82.233379
kakinada port,COA,16.955650,82.240535
kcgfalaknuma,FM,17.332499,78.474746
kadi,KADI,23.292510,72.326337
kudal,KALD,16.017237,73.677827
khana junction,KAN,23.321006,87.770234
kaluparaghat,KAPG,19.896867,85.403568
kanas road,KASR,20.062177,85.743304
katol,KATL,21.263196,78.590639
kurabalakota,KBA,13.666434,78.485840
kantabanji,KBJ,20.474564,82.906681
karbigwan,KBN,26.201004,80.503137
kanjariboriyav,KBRV,22.615291,72.921948
kurichedu,KCD,15.913265,79.571702
keckhi,KCKI,23.928455,84.146588
kalgupur,KCP,18.158346,77.193790
koradacheri,KDE,10.771338,79.490099
kundli,KDI,22.278226,71.683656
kandel road,KDLR,20.128966,83.276951
kadaynallur,KDNL,9.085419,77.363126
khadarpett,KDT,14.982739,77.542555
katra,KEA,32.982485,74.936400
karengi,KEG,28.343136,79.051021
karkheli,KEK,18.945080,77.738482
koiripur,KEPR,26.022147,82.340461
karanjadi,KFD,17.998527,73.404421
kafurpur,KFPR,28.865464,78.359923
kargi road,KGB,22.297462,82.026715
kengeri,KGI,12.917772,77.484013
kurseong,KGN,26.877856,88.277291
kariganuru,KGW,15.251567,76.433252
khat,KHAT,21.242470,79.551090
khodiyar,KHD,23.156124,72.547847
khajraha,KHJ,25.303836,78.478083
khanyan,KHN,23.046885,88.315186
kharik,KHQ,25.389258,87.015176
khatu,KHTU,27.115156,74.330980
karaikal,KIK,10.917590,79.839186
kapasan,KIN,24.861696,74.312462
kita,KITA,23.364465,85.763303
karajgi,KJG,14.852081,75.408351
kajoragram,KJME,23.615626,87.184919
kuntighat,KJU,23.016516,88.412974
karonji,KJZ,23.278561,82.933231
kalkund,KKD,22.478285,75.859651
kakori,KKJ,26.885091,80.797834
kallakkudiplgh,KKPM,10.966898,78.949875
kunkavav junction,KKV,21.653173,70.974541
kulwa,KLA,27.980586,78.009418
kalunga,KLG,22.221876,84.733485
kalamboli,KLMG,19.035309,73.114593
kotalpukur,KLP,24.740763,87.823762
kulitalai,KLT,10.933286,78.421099
kolakalur,KLX,16.295372,80.627755
kamathe,KMAH,17.477844,73.516047
kodumudi,KMD,11.076444,77.886119
komakhan,KMK,20.980344,82.457408
kannamangalam,KMM,12.753646,79.161424
karamnasa,KMS,25.240237,83.431318
karmad,KMV,19.872812,75.538070
kandra,KND,22.852714,86.047700
kanthan junction,KNHN,21.224852,79.237311
kaninakhas,KNNK,28.321647,76.300686
kendrapara road,KNPR,20.498853,85.918512
kanth,KNT,29.059567,78.621232
kodi,KODI,19.702635,76.015383
kokrajhar,KOJ,26.405398,90.274371
kodikkalpalaiym,KOM,10.780271,79.648920
kuthur,KOQ,10.755515,79.719648
kamptee,KP,21.211127,79.197341
kauwapur,KPE,27.515727,82.297913
kantakapalle,KPL,17.955378,83.209030
kuppam,KPN,12.747524,78.338879
kalyanpur road,KPRD,25.254050,86.609921
kashipur,KPV,29.205326,78.961336
kalaakhar,KQE,22.395374,77.818439
kamarkundu,KQU,22.821055,88.204918
kahet,KRAI,21.136461,73.294142
kharwachanda,KRCD,24.417779,73.794203
kartarpur,KRE,31.432565,75.492250
khurja junction,KRJ,28.206649,77.819083
kotarlia,KRL,21.883607,83.482741
karmali,KRMI,15.490240,73.924687
karepur,KRPR,18.587088,76.683320
kharsaliya,KRSA,22.704328,73.554091
karavadi,KRV,15.546069,80.110276
khetasarai,KS,25.966263,82.689186
kosad,KSE,21.261046,72.867437
kasimkota,KSK,17.673779,82.964461
khushalnagar,KSNR,26.987765,83.698560
kashti,KSTH,18.524432,74.598691
kherisalwa,KSW,26.428154,73.390627
kushtala,KTA,25.961168,76.326715
kothgangad,KTGD,22.627933,72.301569
kanti,KTI,26.199806,85.286068
kumtha khurd,KTKR,18.421351,77.008720
katora,KTO,23.311267,82.710930
kothar,KTR,24.980853,73.123653
kotmisonanhlt,KTSH,22.024247,82.360360
kotturu,KTY,14.825580,76.212377
kudal,KALD,16.017237,73.677827
korukonda,KUK,18.053581,83.319397
khurdpur,KUPR,31.425514,75.723795
kanwar,KUW,25.703635,81.214837
kadavakuduru,KVDU,15.723023,80.257873
kizhvelur,KVL,10.754688,79.743543
kovvur,KVR,17.006747,81.726136
kavali,KVZ,14.915950,79.988569
kachhwa road,KWH,25.251091,82.707119
kachewani,KWN,21.429855,79.981412
kapurthala,KXH,31.366381,75.382287
kaniyapuram,KXP,8.587445,76.854289
khurai,KYE,24.052369,78.331216
kadiyam,KYM,16.914121,81.832866
kailahat,KYT,25.154885,82.947479
kanhangad,KZE,12.320087,75.084761
kulitturai west,KZTW,8.323864,77.209760
kalchini,KCF,26.688072,89.447990
kamakhya,KYQ,26.156907,91.690802
kanniyakumari,CAPE,8.087730,77.546744
kaptanganj,CPJ,26.926332,83.700182
karwar,KAWR,14.820907,74.182605
katihar,KIR,25.548719,87.566163
kazipet,KZJ,17.974312,79.511503
khandwa,KNW,21.823880,76.353209
kishanganj,KNE,28.664124,77.200941
kodaikanal road,KQN,10.179929,77.909859
kota,KOTA,25.223806,75.880623
kozhikkode,CLT,11.246469,75.780504
kundapura,KUDA,13.613422,74.728620
kadur,DRU,13.552059,76.008546
kiwarkhed,HKR,21.187250,76.877155
kodaganur,KAG,14.330385,76.033603
kolanukonda,KAQ,16.448109,80.604675
kasu,KASU,18.641279,73.079539
katariya,KATR,23.288610,70.604431
kurebhar,KBE,26.410056,82.112122
khamilghat,KBK,25.556927,73.864447
kabakaputtur,KBPR,12.768729,75.204755
kasimkota halt,KCH,17.673537,82.963953
kalasumudram,KCM,14.217280,78.100046
kundarkhi,KD,28.680823,78.788634
kankroli,KDL,25.033858,73.905233
kesamudram,KDM,17.686314,79.896349
kondapuram,KDP,14.773594,78.193570
kirodimalnagar,KDTR,21.926841,83.332296
karambeli,KEB,20.316158,72.901290
kapseti,KEH,25.357607,82.717601
kem,KEM,18.177013,75.274066
kirihrapur,KER,26.045286,83.736902
kajri,KFT,24.089907,84.071768
kalligudi,KGD,9.695803,77.974037
kupgal,KGL,15.726815,77.219955
kangra,KGRA,32.085120,76.262666
kanginhal,KGX,15.448272,75.719055
khannabanjari,KHBJ,23.896756,80.822285
kankather,KHE,28.802827,78.181648
kherakalan,KHKN,28.769611,77.115802
kundaharnamgnj,KHNM,25.714385,81.509663
khar road,KHR,19.069835,72.840283
kharsia,KHS,21.991899,83.102632
khurhand,KHU,25.365368,80.478839
kurwaikethora,KIKA,24.118127,78.115365
khalilpur,KIP,28.275349,76.678626
kaialsa,KIV,28.880649,78.560987
kajra,KJH,25.182003,86.261805
kannauj,KJN,27.026557,79.926011
khijadiya junction,KJV,21.741012,71.275681
khadki,KK,18.563192,73.840610
kekatumar,KKG,20.025653,77.103322
khakharia,KKK,21.677238,70.878864
kamalapuram,KKM,14.592619,78.666647
kokpara,KKPR,22.475043,86.643075
kankavali,KKW,16.259015,73.720109
kulpahar,KLAR,25.294764,79.636778
kollengode,KLGD,10.627080,76.697748
kalanaurkalan,KLNK,28.834817,76.389503
kailasapuram,KLPM,8.848380,77.993198
kalmitar,KLTR,22.234509,82.057904
khileriyan,KLYN,28.256608,74.522326
karimuddinpur,KMDR,25.700133,83.860707
kamtaul,KML,26.327057,85.816188
kumardubi,KMME,23.747571,86.793531
kamalnagar,KMNR,18.240838,77.178888
kumarsadra,KMSD,18.980507,81.671907
komatipalli,KMX,18.381534,83.341662
kandrori,KNDI,32.184312,75.669158
kanalas junction,KNLS,22.320011,69.896497
kundgol,KNO,15.258569,75.250527
kanhargaonnaka,KNRG,19.943620,77.147087
kinwat,KNVT,19.619088,78.203014
koka,KOKA,21.259109,79.711502
kisoni,KONY,23.304303,76.377224
koti,KOTI,30.852777,76.994467
kanchrapara,KPA,22.945760,88.451075
kalpi,KPI,26.119960,79.756190
kopai,KPLE,23.759178,87.689510
kapan,KPNA,22.026137,82.494661
kotapar road,KPRR,19.041126,82.308789
karunagapalli,KPY,9.067022,76.544213
kotikulam,KQK,12.423621,75.023958
khariar road,KRAR,20.901630,82.510856
karad,KRD,17.310455,74.216272
koregaon,KRG,17.691642,74.148316
karanja,KRJA,20.491776,77.481403
kurali,KRLI,30.835015,76.572035
khorason road,KRND,26.088604,82.866335
koraputdistoa,KRPT,18.792062,82.719063
krishnashilla,KRSL,24.154590,82.768037
kharwa,KRW,26.203918,74.426335
kosamba junction,KSB,21.464207,72.954811
khalispur,KSF,25.525764,82.831665
kamasamudram,KSM,12.881014,78.200444
kishanpur,KSP,25.924921,85.840221
kushtaur,KSU,23.430093,86.498030
kalmeshwar,KSWR,21.228812,78.915835
kantadih,KTD,23.218860,86.296649
katrasgarh,KTH,23.795589,86.302650
khaltipur,KTJ,24.875574,88.022391
katkola junction,KTLA,21.851900,69.883700
kotana,KTOA,23.917086,73.726662
katosan road,KTRD,23.405610,72.243609
kuttippuram,KTU,10.845801,76.033482
kottaiyur,KTYR,10.112391,78.786362
kursela,KUE,25.440869,87.253831
khajuraho,KURJ,24.797010,79.889002
khirsadoh junction,KUX,22.135284,78.800755
kuneanganj,KVG,26.396019,81.137099
karakavalasa,KVLS,18.291917,82.991304
kalsur,KVS,14.887920,75.401023
kaniwara,KWB,22.217667,79.732683
kivarli,KWI,24.540780,72.842863
koelwar,KWR,25.569391,84.792705
karimganj junction,KXJ,24.860282,92.373470
ketti,KXT,11.381894,76.737428
kidiyanaga,KYG,23.470406,70.757285
kottapalli,KYOP,18.510454,79.086485
karhiyabhadeli,KYX,23.858534,79.504746
kazhakuttam,KZK,8.556384,76.872542
kunki,KZU,22.875639,86.067353
kodikkarai,PTC,10.292135,79.828202
kulem,QLM,15.333548,74.243714
kansrao,QSR,30.078710,78.141852
kalay,KALE,15.291875,74.184402
khoirabari,KBY,26.603004,91.811958
laksar,LRJ,29.753350,78.018656
lalkuan junction,LKU,29.071362,79.517362
lokmanya tilak,LTT,19.069683,72.891979
lucknow,LJN/LKO,26.829997,80.925903
lathi,LAT,21.739634,71.386874
lambhua,LBA,26.134018,82.223791
ledarmer,LDM,25.055570,72.347082
ladhowal,LDW,30.978952,75.796308
lalagudagate,LGDH,17.440831,78.524731
loharwara,LHW,27.198696,75.677099
lanka,LKA,25.914695,92.958335
lakhminia,LKN,25.426571,86.309298
laukahabazar,LKQ,26.543109,86.462815
leliguma,LLGM,19.304063,83.208676
lalpur,LLR,26.318671,79.948351
linganenidoddi,LMD,15.399569,77.703143
liliyamota,LMO,21.540017,71.372625
lamana,LNA,26.246632,74.466957
lohna road,LNO,26.221617,86.229092
lorha,LOA,23.581240,80.751517
lalapet,LP,10.951520,78.339445
lalpurjam,LPJ,22.194627,69.952520
lar road,LRD,26.213859,83.910118
lamta,LTA,22.136214,80.124481
lotarva,LTV,21.132205,73.322877
lalgarh,LGH,28.043690,73.314511
latur,LUR,18.429354,76.556443
lonavala,LNL,18.749578,73.408066
ludhiana,LDH,30.913271,75.847964
lokmanyatilakt,CLAT,19.069784,72.891980
lakholi,LAE,21.201557,81.888760
ladnun,LAU,27.643010,74.405612
laban,LBN,25.574363,76.208185
lodipurbishnpr,LDP,28.879590,78.659136
ladda,LDX,19.106852,83.413008
lalgopalganj,LGO,25.642590,81.630281
lohogad,LHD,20.468109,77.079041
linga,LIG,21.964062,78.936850
lakhabawal,LKBL,22.409045,69.999429
lakhna,LKNA,20.730067,82.663125
luckeesarai junction,LKR,25.172048,86.093026
liluah,LLH,22.621142,88.339212
lalru,LLU,30.480042,76.794298
limkheda,LMK,22.834622,73.984281
lachhmangarhsk,LNH,27.833270,75.034168
loha,LOHA,28.000161,74.618965
lapanga,LPG,21.732494,84.039248
lilapur road,LPR,22.952584,71.860734
lalpurumri,LRU,26.430267,76.680511
laheriasarai,LSI,26.111188,85.904435
latehar,LTHR,23.725287,84.468380
lusa,LUSA,24.876129,82.843038
lalgola,LGL,24.421406,88.257886
ledo,LEDO,27.291170,95.738288
londa,LD,15.449213,74.496359
lumding,LMG,25.750215,93.176878
lakho,LAK,25.416619,86.205572
laul,LAUL,18.033525,75.395270
lucknow city,LC,26.859172,80.917855
lidhora khurd,LDA,23.852087,78.876235
landaura,LDR,29.814322,77.941801
lakkiti,LDY,10.753280,76.434620
langting,LGT,25.496957,93.110713
lahli,LHLL,28.854003,76.446282
lucknow,LJN/LKO,26.829997,80.925903
lakodara,LKD,21.981478,73.094905
lucknow,LJN/LKO,26.829997,80.925903
lunkaransar,LKS,28.493246,73.743099
lalgudi,LLI,10.875612,78.814169
limbdi,LM,22.565953,71.789533
lachhmanpur,LMN,26.050479,81.257302
latemda,LMTD,23.098047,85.989376
lohiankhas junction,LNK,31.164995,75.195576
lunirichha,LNR,23.661256,75.514475
loni,LONI,18.490850,74.020857
lotapahar,LPH,22.617675,85.566445
ladpura,LR,26.509194,74.734491
lasalgaon,LS,20.154994,74.226033
lasur,LSR,19.926514,75.011148
lakhtar,LTR,22.872787,71.776430
lorwada,LW,24.219742,72.096951
lower parel,PL,18.995306,72.830010
lakhimpur,LMP,27.947106,80.777387
lalitpur,LAR,24.687298,78.395513
loharu,LHU,28.427487,75.802080
lower halflong,LFG,25.191724,93.021491
luni,LUNI,26.002916,73.002594
lushala,LAL,21.391962,70.326452
labha,LAV,25.439608,87.745152
lalbagh court road,LCAE,24.173945,88.246653
lokdhikhera,LDE,21.580139,78.854836
lunidhar,LDU,21.715881,71.086601
lehragaga,LHA,29.937797,75.810352
lachyan,LHN,17.321860,75.984202
lanjigarh road,LJR,19.943907,83.400971
lakheri,LKE,25.640134,76.192672
lakadiya,LKZ,23.340559,70.578395
lalganj,LLJ,26.172451,80.973205
lakhamanchi,LMC,22.571702,71.148560
lakshmibaingr,LMNR,22.741510,75.857916
lonand,LNN,18.040465,74.190234
lovedale,LOV,11.382954,76.704756
lingampalli,LPI,17.483048,78.317185
lusadiya,LSD,23.685769,73.421239
loisingha,LSX,20.852125,83.514440
latur road,LTRR,18.506140,76.844971
lunseriya,LXR,22.584747,71.044420
machilipatnam,MTM,16.171834,81.138257
madhubani,MBI,26.348893,86.076967
mahesana,MSH,23.603112,72.389172
malda town,MLDT,25.016143,88.130132
manikpur,MKP,25.063520,81.093691
mariani,MXN,26.653270,94.308624
mayiladuturai junction,MV,11.095030,79.628302
mhow,MHOW,22.555704,75.770891
mirzapur,MZP,25.134931,82.568981
mudkhed,MUE,19.147854,77.509863
muri,MURI,23.374523,85.867530
muzaffarpur,MFP,26.122248,85.377756
madha,MA,18.030577,75.546196
mangalagiri,MAG,16.437618,80.564744
mararikulam,MAKM,9.597661,76.317739
manthralayam road,MALM,15.948961,77.299331
maninagar,MANI,22.998847,72.611528
mavur road,MARD,10.690935,79.628648
mangra,MAZ,23.882546,84.112947
munabao,MBF,25.742964,70.276815
marwarbhinmal,MBNL,25.000931,72.275780
mumbai chitrapathi shivaji terminal,MBVT,18.943919,72.835777
mecheda,MCA,22.413994,87.857493
macherla,MCLA,16.469747,79.438447
mulacalacheruvu,MCU,13.802158,78.264615
mandor,MDB,26.350758,73.042017
makhdumpur gaya,MDE,25.076941,84.978914
mandal,MDL,25.439322,74.593669
madhopur punjab,MDPB,32.359686,75.595099
mandasor,MDS,24.075805,75.076191
masaipet,ME,17.907606,78.462761
melusar,MELH,28.209814,74.534487
madurai east,MES,9.909087,78.134572
mustafabad,MFB,30.180752,77.122901
misrauli,MFL,26.114194,81.848326
modelgram,MG,30.891845,75.836380
mangliyagaon,MGG,22.815275,75.918257
muragacha,MGM,23.529465,88.421229
monghyr,MGR,25.377595,86.481477
mohadiprgnlng,MHAD,20.862972,74.779439
mahajan,MHJ,28.793561,73.854131
mahpur,MHO,25.605095,83.246571
manheru,MHU,28.701232,76.203198
manikul,MIK,22.920225,86.066899
mirhakur,MIQ,27.150672,77.865922
meja road,MJA,25.221598,82.089080
majhowlia,MJL,26.802057,84.618603
majri junction,MJRI,20.139327,79.043185
miranpurkatra,MK,28.037125,79.674868
marwarkhara,MKHR,27.060198,72.129798
makrana junction,MKN,27.037641,74.723596
maddikera,MKR,15.256737,77.412016
muktsar,MKS,30.478747,74.514651
morak,MKX,24.732522,75.973816
mallappagate,MLGT,15.225563,77.387802
mohanlalganj,MLJ,26.687257,80.984160
malur,MLO,12.992609,77.940589
melattur,MLTR,11.065338,76.272892
mullanpur,MLX,30.837974,75.664932
muhammadabad,MMA,26.026023,83.376692
muthalamada,MMDA,10.628058,76.773104
mahuamilan,MMLN,23.666862,84.801562
mahalimarup,MMV,22.757147,85.879846
maniharighat,MNG,25.342746,87.620423
mananpur,MNP,25.124271,86.145048
mannanur,MNUR,10.749394,76.323425
mohol,MO,17.805491,75.676004
moribera,MOI,25.035304,73.135959
modran,MON,25.187467,72.447339
malout,MOT,30.185283,74.496068
mananwala,MOW,31.612750,74.966474
mundhapande,MPH,28.800128,78.939008
makarpura,MPR,22.233443,73.175907
malkhaid road,MQR,17.146921,77.173567
motajadra,MQZ,21.084270,71.712070
mordar,MRDD,21.742714,76.449651
marpalli,MRF,17.545920,77.771985
maroli,MRL,21.020429,72.890584
mauranipur,MRPR,25.260794,79.136977
matunga road,MRU,19.028407,72.846789
masudan,MSDN,25.234856,86.357642
maskanwa,MSW,27.001154,82.359565
mettur,MTE,11.804830,77.823499
motipurachauki,MTPC,24.609322,77.048630
matmari,MTU,16.046736,77.302824
magra,MUG,22.982960,88.369043
mulki,MULK,13.068819,74.805284
mathurapur,MUW,24.397558,86.637319
manabar,MVF,18.840095,82.696214
malavli,MVL,18.744011,73.480891
malwan,MWH,26.017625,80.685824
marwarlohwat,MWT,26.981813,72.590187
makhu,MXH,31.105962,74.982439
mahur,MXR,25.181848,93.112845
malliyam,MY,11.078700,79.594793
maheji,MYJ,20.768925,75.424585
miyana,MYN,24.857021,77.472827
metyalsohar,MYX,24.857337,77.473498
mauhari,MZH,23.118752,81.770101
manjuri road,MZZ,21.012106,86.319589
madarihat,MDT,26.694628,89.274727
madhupur,MDP,24.270910,86.642686
mahoba,MBA,25.306884,79.848865
manamadurai,MNM,9.699074,78.454027
mankapur,MUR,27.039633,82.228189
marwar junction,MJ,25.720271,73.609242
meerut city,MTC,28.979162,77.674856
midnapore,MDN,22.425330,87.307595
mokama,MKA,25.392401,85.913683
mughal sarai,MGS,25.276871,83.117341
murkeongselek,MZS,27.829323,95.219384
mysore,MYS,12.317530,76.646361
mandi admapur,ADR,29.283330,75.468775
maval,MAA,24.432069,72.710499
madhapur road,MADP,23.232192,69.746349
mahe,MAHE,11.698855,75.546685
maliya,MALX,21.159315,70.299517
manki,MANK,14.174713,74.493762
maur,MAUR,30.062854,75.228213
murshidabad,MBB,24.177001,88.281473
maibang,MBG,25.305254,93.135799
madhosingh,MBS,25.249781,82.552813
malwara,MBW,24.792014,72.259716
mancheral,MCI,18.879610,79.449454
manchili,MCLE,16.663452,81.614209
mirchadhori,MCQ,24.292484,82.794188
macharya,MCV,28.740984,78.798772
madhabpur,MDBP,22.120034,88.348181
muradi,MDF,23.593108,86.809388
muhammadganj,MDJ,24.426520,83.870223
mandarhill,MDLE,24.805844,87.026242
modpur,MDPR,22.262410,69.812018
mandavalli,MDVL,16.518988,81.161066
merta city,MEC,26.651946,74.034995
mauaimma,MEM,25.697999,81.913351
malerkotla,MET,30.515651,75.873274
mahalam,MFM,30.997448,74.698028
mudigubba,MGB,14.349735,77.994753
manigachi,MGI,26.214509,86.146217
mccluskieganj,MGME,23.652347,84.941350
mangrolla,MGRL,21.155648,73.190079
mhmdvdkheda road,MHD,22.819404,72.752107
mahwal,MHL,26.301822,85.126144
muhammadpur,MHP,26.237401,85.853271
mahuva junction,MHV,21.094190,71.756342
milak,MIL,28.612489,79.164293
mira road,MIRA,19.279742,72.856155
majbat,MJBT,26.785470,92.288095
makum junction,MJN,27.487030,95.439325
manjeshwar,MJS,12.724860,74.888143
mankatha,MKB,25.207349,86.056613
makkajipalli,MKJ,14.196494,77.628468
markona,MKO,21.195195,86.595823
makrera,MKRA,26.299417,74.512060
mokalsar,MKSR,25.625431,72.518685
malhour,ML,26.854188,81.040969
malihabad,MLD,26.930794,80.715113
manaklao,MLH,26.487657,73.002743
malkapuram,MLK,15.368971,77.967585
malipur,MLPR,26.281295,82.630897
malugur,MLU,13.871476,77.534441
maulaali,MLY,17.440601,78.550764
mahmudabadavdh,MMB,27.288464,81.115018
mahadanapuram,MMH,10.953600,78.299088
mandapam,MMM,9.280895,79.157456
marwarmathanya,MMY,26.532848,72.979234
mandirhasaud,MNDH,21.226482,81.772653
muniguda,MNGD,19.627814,83.488387
mainpuri,MNQ,27.216968,79.035126
mungaoli,MNV,24.402487,78.111845
manoharabad,MOB,17.755390,78.454117
muli road,MOL,22.676273,71.434840
muddanuru,MOO,14.689279,78.396116
motichur,MOTC,29.980847,78.177549
mohri,MOY,30.255564,76.850340
madanapalle road,MPL,13.643881,78.554302
mangalampeta,MPT,13.570908,79.074844
mirkhal,MQL,19.203781,76.915537
malsianshahkht,MQS,31.110123,75.354102
morena,MRA,26.500803,78.003677
meramandolil,MRDL,20.802658,85.305079
morwani,MRN,23.276200,74.977984
murarai,MRR,24.440899,87.858757
marsul,MRV,19.234478,77.099344
murshadpur,MSDR,29.573047,78.376243
misrod,MSO,23.169007,77.458094
masur,MSR,17.404947,74.144729
mansa,MSZ,29.988115,75.404466
mataundh,MTH,25.419710,80.151418
mailam,MTL,12.160465,79.601648
multai,MTY,21.783143,78.262662
mahugarha,MUGA,24.628254,77.242402
murhipar,MUP,21.183351,81.148986
mugaiyur,MUY,11.977610,79.302991
maligura,MVG,18.953498,82.638749
mavelikara,MVLK,9.239683,76.545855
mallividu,MVW,17.971875,83.172702
mordadtanda,MWK,20.679968,74.915832
mallanwalakhas,MWX,31.047327,74.813651
mandrak,MXK,27.768545,78.110383
malakpetkcg,MXT,17.376023,78.495113
mandya,MYA,12.529188,76.897134
mayakonda,MYK,14.278015,76.086811
mundilyampakkam,MYP,11.996202,79.512475
mayyanad,MYY,8.838179,76.647684
mirzapali,MZL,18.017906,78.415592
maddur,MAD,12.604802,77.049439
madurai junction,MDU,9.920350,78.110311
mailani,MLN,28.284136,80.348301
manduadih,MUV,25.299905,82.972143
manmad,MMR,20.249809,74.438102
mathura,MTJ,27.478088,77.672916
merta road,MTD,26.727757,73.917619
miraj,MRJ,16.820745,74.638594
moradabad,MB,28.831657,78.765412
mumbai central,BCT,18.970955,72.819276
murtajapur,MZR,20.736228,77.354531
mandibamora,MABA,24.053506,78.082328
madure,MADR,15.801687,73.813614
maholi,MAHO,27.648672,80.476889
maliyamiyana,MALB,23.103840,70.755067
mangalmahudi,MAM,22.848934,74.103469
morappur,MAP,12.124362,78.394087
mariammankovil,MAV,10.773868,79.198875
marwarbagra,MBGA,25.209084,72.594370
marwarbalia,MBSK,27.358330,74.545562
mandidabwali,MBY,29.966405,74.700532
manjattidal,MCJ,10.792517,78.731844
mukundarayapurm,MCN,12.978030,79.289335
mancheswar,MCS,20.322112,85.845273
machavaram,MCVM,16.025559,80.541954
malad,MDD,19.186774,72.848866
manendragarh,MDGR,23.219612,82.197620
madhukunda,MDKD,23.626943,86.869508
mundalaram,MDLM,23.727239,75.107082
madhira,MDR,16.921760,80.366387
madhavnagar,MDVR,16.886311,74.575302
medchal,MED,17.639876,78.475073
mahidpur road,MEP,23.567527,75.500372
mukerian,MEX,31.940764,75.612657
muftiganj,MFJ,25.706407,82.821561
mahroi,MFQ,23.951055,80.919767
mugad,MGD,15.447553,74.904905
manigram,MGLE,24.343309,88.108176
meghnagar,MGN,22.907282,74.539833
magarwara,MGW,26.524334,80.430902
mahadevpara,MHDP,23.681001,72.950219
mahanadi,MHN,26.869975,88.264246
mahuda,MHQ,23.747493,86.270321
madhi,MID,21.145810,73.242810
mihinpurwa,MIN,28.027241,81.384479
mitha,MITA,24.083384,71.680641
malkajgiri,MJF,17.448170,78.529401
majorda,MJO,15.313679,73.921943
maramjhiri,MJY,21.944414,77.883099
markundi,MKD,25.017701,80.947423
makalidurga,MKL,13.410042,77.509414
muktapur,MKPR,25.884612,85.795581
machhakunda,MKRD,18.567077,82.667065
mukhtiarbalwar,MKT,22.385367,75.977985
malpura,MLA,26.295334,75.388741
malhargarh,MLG,24.266381,74.973583
maliyahatina,MLHA,21.159300,70.299496
malthan,MLM,18.368924,74.724320
malasa,MLS,26.288747,79.906997
mallarpur,MLV,24.079850,87.726452
malarna,MLZ,26.231280,76.534817
mahamandir,MMC,26.309362,73.038638
madurantakam,MMK,12.504263,79.892993
mambalappattu,MMP,11.952486,79.373849
mandamari,MMZ,18.969839,79.469910
mandidhanaura,MNDR,28.952731,78.261320
mangaon,MNI,18.247469,73.275756
manaksar,MNSR,29.680058,74.383741
manganallur,MNX,11.024363,79.649975
mondh,MOF,25.427620,82.485228
maman,MOM,28.332812,77.861416
mohitnagar,MOP,26.530343,88.669409
moth,MOTH,25.741148,78.948647
manaparai,MPA,10.607511,78.417918
moorthipalayam,MPLM,11.021333,78.022791
medapadu,MPU,17.005329,82.096479
munroturuttu,MQO,8.994575,76.611557
murukkampuzha,MQU,8.613663,76.830163
munirabad,MRB,15.308536,76.335467
murdeshwar,MRDW,14.100705,74.505565
murliganj,MRIJ,25.888500,87.000094
morinda,MRND,30.794198,76.503936
mathura cant.,MRT,27.490918,77.685146
marwarranawas,MRWS,25.668726,73.741414
maheskhunt,MSK,25.461105,86.641724
masodha,MSOD,26.707989,82.125833
mahesharisndhn,MSSD,30.848190,74.992555
matlabpur,MTB,28.990386,78.656994
motipur,MTR,26.257180,85.168577
musra,MUA,21.154150,80.877807
manuguru,MUGR,17.897613,80.811559
meerut cant.,MUT,29.016097,77.686785
mohiuddinpur,MUZ,28.885856,77.621999
morbi,MVI,22.824462,70.831177
milavittan,MVN,8.811394,78.087789
mairwa,MW,26.240136,84.151384
malleswaram,MWM,13.002237,77.562639
mahalakshmi,MX,18.982366,72.823946
mokholi,MXL,26.161428,76.461268
miyagamkarjan,MYG,22.050733,73.120308
malliyala,MYL,15.397912,77.777586
maihar,MYR,24.255737,80.763625
mirzacheuki,MZC,25.258674,87.497936
muazzampur narayan,MZM,29.583562,78.222779
moturu,OTR,16.440582,81.052040
,,,
mahbubnagar,MBNR,16.757480,77.999386
maksi,MKC,23.252007,76.159361
mangalore,MAQ,12.866040,74.880140
mau,MAU,25.939440,83.563806
mettupalaiyam,MTP,11.300217,76.934957
miryalaguda,MRGA,16.860421,79.533451
